Itemid,Itemcode,Itemname,Price,Category1,Category2,Category3,Category4,Brand,SoldQuantity,TotalAmount
15546,32272,,14.36,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,PRIZ,GUNSAN,225,2613.28
14456,26413,KIRTA.MONOPOL SULUBOYA 12LI KT ,27.15,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,2413.95
21010,34536,,16.56,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,225,2411.23
17091,32592,MIKRO 05 UC,115.66,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1888.07
9552,16598,MİKRO VERSATIL 2MM ,9.97,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1837.07
17705,28067,MİKRO M45 TÜKENMEZ KALEM ,30.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1833.46
25627,41714,NATARAJ KURUBOYA 6LI ,68.40,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1813.93
13472,23705,MAGNUM VERSATIL 07 2A,26.21,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1724.79
2370,8021,RESIMLI INGILIZCE SOZLUK ,57.01,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1685.25
14537,26543,KIRTA.MABER KARTUS SIYAH,22.09,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1587.65
16433,30150,JOVI TEKLI OYUN HAMURU,80.25,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1538.74
9840,10389,KIRMIZI PERMANENT KALEMI   ,122.01,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,1452.94
23140,44982,FABER TAHTA KALEMI KIRMIZI,11.81,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,943.07
23633,40151,SEFFAF AMBALAJ JELATINI,26.31,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,225,878.70
12789,22190,,10.43,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,TUTKU,224,28043.86
15249,24495,,14.21,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,PASA BAHCE,224,22744.83
11859,12266,,3.82,KOZMETIK,KISISEL BAKIM,CILT BAKIM,MASKE,NIVEA,224,20266.78
13032,13992,,14.16,KOZMETIK,SAC BAKIM,SAC BOYALARI,KIT BOYALAR,PALETTE,224,19685.58
24617,40812,,68.92,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,224,19609.46
23909,35733,,88.54,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,224,17551.51
4458,12711,,93.62,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,H&SHOULDERS,224,17290.90
23369,39645,,104.77,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,224,17045.51
13199,14237,,26.22,EV,ELEKTRIK-ELEKTRONIK,PIL,DUGME PIL,DURACELL,224,13449.31
1691,7679,,3.49,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,224,12205.49
19754,31018,GIPTA 60 YP SPIRALLI DEFTER KARELI PUNTO ,86.76,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,9022.09
23345,39621,,1.86,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,224,8945.29
2422,8090,,490.41,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,ERKEK CORAP,PAKTAS,224,8898.65
25485,41496,,59.57,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,224,8150.72
14049,29231,,17.84,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TERMOS,PENGUEN,224,7673.07
23719,21369,,7.83,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,224,6100.30
14068,29271,,45.20,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,JIBER,224,5802.20
15989,27441,KITAP HAYAT DEGİSTİREN BASARI OYKULERI,101.52,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,224,5753.76
21128,43781,,2.40,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CIRPICI,PIKNIK,224,4422.66
17879,28279,,17.34,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,224,4365.77
4297,12425,,141.83,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK CEREZLIK VE KASELER,UDAG,224,4289.25
24467,40589,TARIHE YON VEREN BILIM ADAMLARI ,22.82,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,224,4149.84
20006,31357,KIRTA.LOTUS 12 LI PASTEL BOYA,21.81,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,3436.05
22274,21211,KIRTA.KOMEX A5 PP KAPAKLI 60 YP KARELI DEFTER,11.18,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,3369.41
13729,24217,SEKILLI SABLON GS-1E,18.53,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,3126.60
21464,44450,,78.43,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,224,2666.53
15387,24734,ARK 150 GR RAPTIYE GÜMÜS  RENGI,31.27,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,2623.09
3835,15530,AH911 AIHAO VERSATIL,123.63,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,2398.49
3723,15338,SAFIR A4 DEFTER 6+2 AYRACLI 240 yp ,20.08,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1935.00
10330,11225,MARLA 996-201 TUZL.RENKLI TOZ SIM ,13.35,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1867.39
9753,10199,BUSTER VERSATIL KALEM,4.67,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1741.20
7694,23362,GIPTA 6535 80 YP SPIRALLI KARELI DEFTER PUNTO,23.52,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1591.96
7549,23111,KIRTA.TURKCE SOZLUK AD.,7.03,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1503.23
3459,8926,SUDOR GUAJ BOYA EKONOMIK 6 LI,7.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1236.34
7941,7134,TELLI DOSYA 5LI,6.49,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1155.96
19252,33874,MAGNUM VERSATIL 07 9A,6.82,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,224,1151.20
8362,25793,,7.42,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,TENCERE,PASA BAHCE,223,62959.25
4724,17572,,9.10,EV,ELEKTRIK-ELEKTRONIK,PIL,SARJLI PIL,DURACELL,223,31139.38
1755,7759,,183.80,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,223,29094.14
5695,22380,,147.31,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,223,21427.93
10906,4880,,131.77,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,TUTKU,223,18703.99
25818,36869,,23.98,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,223,17854.28
8409,25852,SEN ON YEDI YASIMSIN,7.47,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,17268.50
25131,36533,,27.21,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,223,15588.39
14495,26462,,30.22,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,223,15494.77
9431,16365,,58.89,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,NAMALDI,223,14447.08
13031,13991,,53.42,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,223,13198.54
18507,19645,,53.65,KOZMETIK,YUZ BAKIM,TIRAS MALZEMELERI,TIRAS JELLERI,ARKO,223,11551.24
13440,18243,,10.18,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,KOROPLAST,223,11018.34
17120,32672,,41.38,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,9648.59
6411,25581,KORDUGUM,71.86,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,8974.15
15935,27387,SALTANAT CINAYETLERI,93.10,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,7159.74
14462,26424,,48.88,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CEREZLIK VE KASELER,PASA BAHCE,223,7078.04
6383,25550,SERGUZEST/PANAMA,352.86,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,6527.18
20624,33970,,166.00,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,COP TORBALARI,COOK,223,5842.37
23598,40101,,33.57,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,5815.53
12436,21673,KOMEX A4 60 YP CIZGISIZ DEFTER,109.03,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,5473.23
26189,41927,TECHJOB RENKLI SILGI,174.36,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,5228.11
16746,19066,KIRTA.TICON MAGIC TKNMZ.KLM.MAVI,44.33,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,5166.77
21289,44124,,17.78,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER PLASTIK EV GERECLERI,SUN,223,5034.93
2555,8278,,48.25,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,4963.17
17232,32902,ELISI KAGIDI 10 RENK KARISIK ,27.61,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,3519.57
4941,17930,,32.74,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,DIGER PLASTIK EV GERECLERI,LUX,223,3509.21
2439,8117,GIPTA PREMIUM SILGI K2542 ,16.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,1901.07
20625,33971,,16.66,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK KASIK,COOK,223,1594.00
23007,44810,YENI BOYAMALI MASALLAR,6.88,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,1529.49
8202,28827,ILK KUTUPHANEM,4.91,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,223,1518.49
11995,5172,GIPTA 60 YP SPIRALLI DEFTER KARELI PASTORAL,8.29,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,1377.14
19280,28371,TARAFTAR KURSUN KALEM.SILGILI,11.60,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,223,1312.18
21645,31862,,180.80,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,,PASA BAHCE,222,31708.37
17464,27737,,32.07,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,222,23550.54
13600,23970,,22.65,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,222,23016.97
2513,8216,,5.39,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,222,21523.91
2564,8287,KITAP KARAMEL KOKULU MASALLAR ,30.47,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,15110.43
11654,11926,,74.17,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMSIZ SAMPUANLAR,PANTENE,222,14144.61
11166,17083,,73.43,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM CAY BARDAGI,PASA BAHCE,222,13824.13
5334,5957,,20.87,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PISIRME KAGIDI,TOFITA,222,12889.83
685,1663,,212.90,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,FIRIN KABI VE TEPSILERI,PASA BAHCE,222,12854.32
21009,34535,TURKUAZ 150 YP.4+1 PP. KAPAK SPR.,108.13,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,11668.92
3205,8527,,1.96,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,11457.37
2367,8018,OLUM PEYGAMBERI,54.14,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,11174.66
24105,35989,,55.89,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,222,10890.66
2497,8198,,18.92,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,10793.59
25802,36853,,63.10,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,222,10685.73
17127,32679,TUHAFLIKLAR PRENSI,55.37,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,10586.33
24201,35442,,141.80,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,222,10501.23
17119,32671,TUT ELLERIMDEN ASK,73.46,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,8632.37
1865,3041,"SERVE DOUBLE 0,7 MIN+SILGI",23.98,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,8415.58
18785,20016,,5.67,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK TABAK,COOK,222,7774.34
11851,12258,,8.04,KOZMETIK,PARFUM-DEODORANT,DEODORANTLAR,DEO,8X4,222,7379.80
1692,7680,,51.95,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,222,7143.05
13794,24307,,7.93,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAM CAY BARDAGI,GURAL,222,7053.57
10885,4844,SINDY RESIM DEFTERI 25X35,76.86,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,6804.78
19623,43332,,24.69,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,AVEC,222,6742.32
3315,8753,,37.21,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,BUZDOLABI POSETI,TOFITA,222,6490.57
14163,29439,,9.36,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,FIRIN KABI VE TEPSILERI,PASA BAHCE,222,6168.55
25978,37061,GOLGEKAPAN KAYIP DUNYANIN SIRRI,42.52,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,5953.73
3218,8540,,2.84,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,222,5693.50
13240,14339,TRATTO FOSFORLU KALEM TURUNCU,21.94,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,5403.84
26404,42223,MASA ÜSTÜ KALEMLIK KOSELI,91.85,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,5019.92
8655,9808,,32.24,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CATAL,PASA BAHCE,222,4034.94
17712,28074,,8.05,EV,KITAP-DERGI-KIRTASIYE,DERGI,HAFTALIK,DERGILER,222,3751.60
4290,12401,CENTROPEN FOSF.KALEM SARI,45.70,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,2154.49
20288,20276,,33.52,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,HSAKIR,222,1933.55
13226,14317,ELSA 5002 JAPON YAPISTIRICISI ,102.79,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,1631.09
17584,27904,KIRTA.BOLERO VERSATIL 70015 ,29.05,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,1618.26
3305,8713,SANDIKLI KALEM TRAS,34.60,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,1392.26
3181,15184,KIRTA.60/4 A-4 HARITA METOD DEFTERI,1.39,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,1014.96
26182,41916,FG031 STICKER ,5.90,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,978.14
14652,26704,ARK SAYI FASULYESI,28.19,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,222,791.53
20010,31366,FABER PLOY MATIC VERSALIT,88.56,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,54869.30
24006,35854,GIPTA HESAP MAKINASI 12 HANELI F3036 ,11.97,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,45734.89
13319,18057,KIRTA. OKUL CANTASI R 21001,66.47,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,42199.34
25017,36389,,70.65,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,CAYDANLIK,PASA BAHCE,221,23842.51
1749,7753,,56.26,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,221,21552.50
7010,13282,,124.11,KOZMETIK,AGIZ BAKIM,DIS MACUNLARI,MACUNLAR,IPANA,221,20178.12
19377,42936,,27.17,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,221,19629.81
5565,6258,,105.12,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,221,18496.89
17942,30388,,1.96,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,221,16495.27
5535,6222,,29.91,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,221,14236.99
8128,28744,JITEMI BEN KURDUM,3.50,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,13563.02
7031,13317,,123.89,KOZMETIK,DUS-BANYO,SAMPUANLAR,KREMLI SAMPUANLAR,PANTENE,221,13508.99
23016,44819,,2.84,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,11765.53
15978,27430,GIZEMLI MEKTUP,15.21,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,10942.13
22964,44767,KIZLAR ICIN ASKA DAIR,54.96,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,10060.55
20798,34211,,7.05,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,221,9135.56
26373,42192,BITANEM  / PANAMA,34.77,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,8274.01
10017,10702,,86.94,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,BAYAN CAMASIR,NAMALDI,221,8141.67
26593,37271,,57.95,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,ADDISON,221,6956.14
8576,9657,1338 FABER VERSATIL 05,120.84,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,6806.86
9489,16459,ARK DIVIT UCU 3 LU ,6.40,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,6106.59
4275,12374,,15.89,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,SEKERLIK,TITIZ,221,5994.66
3562,9096,,7.08,EV,ELEKTRIK-ELEKTRONIK,ELEKTRIK,FIS,GUNSAN,221,5458.69
12512,21793,LEON 3 LU OYUN SETI,4.57,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,4902.14
1059,2425,,16.93,KOZMETIK,PARFUM-DEODORANT,DEODORANTLAR,DEO,ADIDAS,221,4798.80
3378,8821,,10.31,KOZMETIK,DUS-BANYO,KATI SABUNLAR,EL VE YUZ ,DALAN,221,4313.87
24829,36149,TARIHTEKI EN BUYUK SIR ACIGA CIKISI,22.39,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,3880.66
17774,28149,PIRANA KORSANLARI FER.LIM.BASKIN,10.29,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,3372.87
15527,32235,,100.95,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,PLASTIK TABAK,PIKNIK,221,3047.20
13086,14068,SERVE BERRY TUKENMEZ KALEM,32.77,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,2785.02
2462,8146,RES.KLA.DON KISOT,16.82,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,221,2656.44
23326,39597,,38.38,EV,TEKSTIL-GIYIM-AKSESUAR,CORAPLAR,BAYAN CORAP,MUJDE,221,2535.38
19536,43189,YAGLI BOYA FIRC.N0 2,30.42,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,2347.83
15717,27037,DELTA ZIMBA MAK. PENS,26.21,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,1700.72
12931,26137,A4 COLLEGE PP KPK. 80/1,128.34,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,1133.81
8577,9658,FABER BEYAZ SILGI KUCUK,6.83,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,221,508.89
8719,9962,AIHAO SIMLI KALEM,20.69,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,67857.16
9800,10285,,28.24,EV,MUTFAK GERECLERI,MUTFAK ESYA-GERECLERI,KASIK,PASA BAHCE,220,56878.39
10958,4962,TANGY FONKSIYONLU HESAP MAK.,22.22,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,46682.01
698,1692,FABER CASTELL GRIP VERSATIL 0.5 ,52.49,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,30645.31
18910,33389,SAFTIRIK GREG-SAFTIRIK FILM GUNLUGU,22.03,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,24055.77
5144,5720,,138.16,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,220,22829.96
3830,15525,,6.89,EV,TEKSTIL-GIYIM-AKSESUAR,CAMASIRLAR,ERKEK CAMASIR,JIBER,220,20140.74
24464,40586,,21.99,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,16530.13
21805,39268,,5.09,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,220,15145.93
2597,8320,,87.78,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,220,14833.02
21828,39307,KIRTA.TEMAT 100 LU RENKLI A4 KAGIDI,32.25,EV,KITAP-DERGI-KIRTASIYE,KIRTASIYE,KIRTASIYE GERECLERI,KIRTASIYELER,220,13536.26
1839,7868,,72.92,EV,TEKSTIL-GIYIM-AKSESUAR,AYAKKABI-TERLIK,AYAK GIYIM,GEZER,220,12860.41
23176,45022,KITAP AHUDUDU KOKULU MASALLAR,46.04,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,12782.13
24456,40578,KITAP NAR KOKULU MASALLAR,27.81,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,12565.80
6221,25335,,67.53,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,11434.57
8140,28756,SIL BASTAN BASLAMAK GEREK,10.74,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,KITAPLAR,220,11337.83
12793,22197,,6.08,EV,ELEKTRIK-ELEKTRONIK,ELEKTRONIK,ELEKTRONIK ALETLER,M.ORIGINAL,220,10357.45
