Itemname,Brand,Category1,Category2,Category3,Category4,Price,SoldQuantity,TotalAmount
ALGIDA C.DOR 1 LT CILEK KAYMAK CIK.*6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,44.16,3,132.48
ALGIDA C.DOR 1 LT KAYMAK %33,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,39.45,4,157.80
ALGIDA C.DOR 1 LT.LIGHT *4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,19.60,7,137.20
ALGIDA C.DOR 2 LT KAYM-SUT.CIK *2*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,67.87,8,542.96
ALGIDA C.DOR DON.PAS.1.LT CIK.FIST.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,94.00,7,643.55
ALGIDA C.DOR MP SUPANGLE 2LI 133 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,130.52,16,925.72
ALGIDA C.DOR PATS.900 ML EKMEK KAD.*4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,34.03,1,34.03
ALGIDA C.DOR PATS.900 ML KAZAN DIBI*4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,38.03,2,76.06
ALGIDA C.DOR SEL.900 GR FIST.BUYU.*6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,51.05,6,306.30
ALGIDA C.DOR SEL.900 ML FIN.RUY.*4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,44.64,3,133.92
ALGIDA C.DOR SEL.900 ML KARADUT ASKI,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,78.24,6,469.44
ALGIDA C.DOR SEL.900 ML KARAMEL *4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,38.37,1,38.37
ALGIDA CARTE D OR PINTS COOKIES,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,35.15,3,105.45
ALGIDA CARTE D OR PINTS PISTACHIO,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,36.26,5,181.30
ALGIDA CARTE D'OR CLS BL.B.KRM K.PRM 925 ML*6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,111.21,4,444.84
ALGIDA CARTE D'OR CLS CIK.TUT 925 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,90.65,6,543.90
ALGIDA CARTE D'OR CLS KAYMAK PRM 925ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,91.51,3,274.53
ALGIDA CARTE D'OR MEY.YOG 925 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,103.03,13,1211.64
ALGIDA CARTE D'OR SEL.MINI PINTS MEY.1 LT,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,30.14,12,335.92
ALGIDA CARTE D'OR SLC KREM KRM.PRM 850ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,105.26,9,895.42
ALGIDA CARTE D'OR SLC TIRAMUSU 850ML*6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,95.55,4,382.20
ALGIDA CARTE D'OR TIRAMUSU 850 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,103.02,8,824.16
ALGIDA CARTE DOR MOZAIK 550 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,31.14,11,565.04
ALGIDA CARTE DOR SEL.MANOLYA 850 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,119.62,17,1515.54
ALGIDA CARTE D’OR MINI OREO 250 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,23.79,8,190.32
ALGIDA CLASIC TRIO 1000 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,33.80,2,67.60
ALGIDA CORN.CLASS.120 ML CIL.-KAYM.*24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,7.13,2,14.26
ALGIDA CORN.INLOVE KARAMEL CIK.*24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,11.59,8,92.72
ALGIDA CORNETTO BLACK 125 ML *24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,24.76,7,173.32
ALGIDA CORNETTO CILEK 105 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,7.78,1,7.78
ALGIDA CORNETTO CLAS.120 ML KAYMAK,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,17.00,6,102.00
ALGIDA CORNETTO CLAS.125ML A.FIS.KAY*24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,5.37,3,16.11
ALGIDA CORNETTO CLAS.KARA.125 ML *24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,13.16,7,92.12
ALGIDA CORNETTO DISC CHEE.CAKE160 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,10.74,1,10.74
ALGIDA CORNETTO DISC K.DUT BOG.160 ML ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,28.18,8,225.44
ALGIDA CORNETTO DISC TOBLERONE 140 ML *24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,35.28,11,380.16
ALGIDA CORNETTO DISC VAN.KARA.160 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,24.75,1,24.75
ALGIDA CORNETTO GOZU KARA 130 ML *24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,21.35,15,260.40
ALGIDA CORNETTO KEYIF 105 ML SADE K.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,6.00,6,36.00
ALGIDA CORNETTO MINI 480 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,53.91,3,161.73
ALGIDA DUO 55 ML *30*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,3.32,2,6.64
ALGIDA FESTIVAL KARADUT VAN PRMO 6X750 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,19.49,1,19.49
ALGIDA FRIGOLA 55 ML CIK.FIND.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,16.29,4,65.16
ALGIDA FRUTTARE 75 ML CIL.PARC.*30*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,5.25,13,64.85
ALGIDA KEYIF  DOVME SADE 750 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,39.03,8,312.24
ALGIDA KEYIF FSTVL MUZ KAKAO 6X750 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,22.64,4,90.56
ALGIDA KEYIF GOK.KARDUT YABM.VAN 750 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,26.16,2,52.32
ALGIDA KEYIF GOK.MAN.CIL.VAN 750 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,22.15,8,178.25
ALGIDA KEYIF VANILYA 750 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,19.38,2,38.76
ALGIDA LIPTON ICE TEA SEFTALI 105 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,10.21,5,51.05
ALGIDA MAG. 4X360 ML DBL PRM,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,86.28,5,431.40
ALGIDA MAG.INF.DARK.CHOCOLAT*20*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,13.88,4,55.52
ALGIDA MAG.MINI CHERRY&BADEM 4X360 ML ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,115.76,7,810.32
ALGIDA MAG.NOG.SAND OREO MIN 360 ML*4* ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,64.53,5,322.65
ALGIDA MAGNUM 100 ML.BADEM,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,17.53,5,87.65
ALGIDA MAGNUM 320 ML BADEM MULTIP.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,21.73,8,173.84
ALGIDA MAGNUM 360 ML MINI DBL PRM *4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,120.78,8,626.67
ALGIDA MAGNUM 360 ML MINI MON CHERI MRP,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,72.12,10,648.85
ALGIDA MAGNUM 80 GR TEMP.CIK.*20*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,7.73,6,46.38
ALGIDA MAGNUM 80 GR TEMP.KAR.*20*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,14.20,2,28.40
ALGIDA MAGNUM 95 ML.DBL KARADUT,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,21.53,3,64.59
ALGIDA MAGNUM CEHRRY CHERRY 100 ML *20*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,43.56,1,43.56
ALGIDA MAGNUM CUP 100ML *16*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,24.77,6,148.62
ALGIDA MAGNUM DOUBLE YERFISTIK 95ML RFA,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,28.87,4,115.48
ALGIDA MAGNUM KISSES TRAMISU 100 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,13.94,7,97.58
ALGIDA MAGNUM MINI 350 ML 25.YIL OZEL*4*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,61.53,1,61.53
ALGIDA MAGNUM MINI DOUBLE KAR.&BOG.FIS.EZM,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,55.65,1,55.65
ALGIDA MAGNUM MINI TAHIN&CLAS. 345 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,87.67,5,438.35
ALGIDA MAGNUM PINT BADEM 440 ML *8*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,218.34,8,1594.12
ALGIDA MARAS 1 LT SADE YNL.% 20 PR.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,47.95,6,287.70
ALGIDA MARAS AYVA 6X750 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,64.17,6,385.02
ALGIDA MARAS CIFLIGIM 6X500 ML 67702583,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,98.96,8,791.68
ALGIDA MARAS CUP KAKAO*24*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,12.07,11,111.93
ALGIDA MARAS KESME 6X650 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,14.06,13,534.98
ALGIDA MARAS SADE 750 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,28.73,9,247.73
ALGIDA MARAS SADE CEVIZ 500 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,45.41,14,612.78
ALGIDA MARAS SADE SE PROMO 500 ML*6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,60.74,3,182.22
ALGIDA MARAS SADE-KAK. 500 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,51.32,2,102.64
ALGIDA MARAS STICKS 70 ML *30*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,8.53,6,51.18
ALGIDA MARAS TAHIN BAL KAYMAK 500 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,81.82,6,490.92
ALGIDA MAX 4 KOSE VANILYA 48 ML *36*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,1.95,7,13.65
ALGIDA MAX BUZZY CILEK&VAN 75 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,8.14,4,32.56
ALGIDA MAX CLASSIC ANTEP FISTIKLI 75 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,6.48,1,6.48
ALGIDA MAX DUO 58 ML VANILYA-MUZ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,27.31,6,163.86
ALGIDA MAX DUO POPS VAN&KAKAO 65 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,3.02,16,47.36
ALGIDA MAX MINIONS CUP 105ML *18*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,8.47,6,50.82
ALGIDA MAX ROCKS  90 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,5.02,4,20.08
ALGIDA MAX TWISTER FOREST 65 ML *30*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,5.28,6,31.68
ALGIDA MAX TWISTER OCEAN.74 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,6.37,4,25.48
ALGIDA MINI NOGGER WINNER,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,94.64,9,717.60
ALGIDA MRS U.IRMK TAT MLTPCK 300 ML,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,63.32,2,126.64
ALGIDA MRS U.SPNG MLTPCK 250ML *10*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,43.76,3,131.28
ALGIDA NOGGER 145 GR KAR-KAK.*20*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,12.88,4,51.52
ALGIDA PARADISO KAK.VAN.CLK.1400 ML ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,48.68,6,292.08
ALGIDA PARADISO VAN.CIL.1500 ML ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,30.24,1,30.24
ALGIDA SO GOOD CIKO. 275 ML *6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,17.87,1,17.87
ALGIDA SO GOOD VANILYA 130ML *18*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,30.39,1,30.39
ALGIDA SO GOOD VANILYA 130ML *18* ,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,PAKET,30.25,13,382.96
ALGIDA VIEN.800 ML VAN.FIS.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,36.47,6,218.82
ALGIDA VIEN.VANILYA-CIK*6*,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,35.89,7,251.23
ALGIDA VIENETTA 585 ML K.MEY.-VAN.,ALGIDA,SUT,DONDURMA-SUTLU TATLI,DONDURMALAR,KAPLI,24.78,14,343.91
ALI HAYDAR ELIFBASI SAMUA / MERVE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,7.70,199,1327.83
ALICE HARIKALAR DIYARINDA/RESIMLI KLAS.,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,18.50,159,6897.62
ALICE OLULER DIYARINDA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,30.22,191,4286.31
ALIS VERIS CADDESI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,44.00,243,15659.33
ALLAH ASKINA DUA ET,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,228.40,166,4514.10
ALLAH DE YÜREĞİNLE,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,90.78,151,5954.53
ALLAH ILK OGRETMENIM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,53.96,192,6655.29
ALLAHIM GUC VER BANA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,128.99,220,7052.20
ALLAHIN VELI KULLARI EVLIYALAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,42.23,166,4557.03
"ALO AUTOMAT 1,5 KG KAR CICEGI*10*",ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,119.70,3,354.36
ALO AUTOMAT 4 KG CANLI RENKLER *1*,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,RENKLILER,157.88,4,472.03
ALO AUTOMAT 4 KG KAR CICEGI *1*,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,RENKLILER,184.42,6,1038.45
ALO AUTOMAT 4 KG LAVANTA CICEGI *1*,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,198.26,2,396.52
ALO AUTOMAT 8 KG BEYAZ VE RENKLILER*1*,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,216.77,2,433.54
ALO PLAT.5 KG FAIRY ETK.KAR CICEGI.*1* ,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,133.86,5,669.30
ALO SIVI 15 YIK.EXT.FER.&GUL BAHC.*4*,ALO,DETERJAN,CAMASIR YIKAMA,SIVI-JEL DETERJANLAR,SIVI,138.75,3,416.25
ALO SIVI 26 YIK. KAR CICEGI *4*,ALO,DETERJAN,CAMASIR YIKAMA,SIVI-JEL DETERJANLAR,SIVI,1.31,1,1.31
ALOMATIK 450 GR KAR.CICEGI,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,7.76,6,46.56
ALOMATIK 7 KG CANLI RENKLER,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,RENKLILER,158.93,8,1271.44
ALOMATIK 7 KG KAR.CICEGI,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,119.41,7,835.87
ALOMATIK KONS.5 KG.HIJ.BEYAZ *3*,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,138.85,7,971.95
ALOMATIK KONS.6 KG.HIJ.BEYAZ *3*,ALO,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,139.71,5,698.55
ALPARSLAN / PANAMA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,160.51,150,6420.93
ALPELLA 1281-0 HOBBY KAK.FIND 30 GR*40*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,154.53,6,927.18
ALPELLA 1513-3 RIO SUT.KARE CK.55 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,7.55,7,52.85
ALPELLA 1513-5 RIO BUTUN FIND. CK.55 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,5.22,1,5.22
ALPELLA 1513-8 RIO BUT.FIND.BITTER.CK.55 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,5.87,7,41.09
ALPELLA 1580-3 BATON SUTLU CIK.38 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,3.08,4,12.32
ALPELLA 1580-4 BATON KIRIK FIND.CIK.35 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,3.38,14,38.08
ALPELLA 1580-9 KARE BOL SUT.FND. CIK.60 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,8.95,1,8.95
ALPELLA 1581-3 CUB.CIK.SUTLU 40 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,5.59,7,39.13
ALPELLA 1590-1 BATON BOL SUT.KRM 38 GR*72*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,BATON CIKOLATA,3.06,1,3.06
ALPELLA 259-9 TAB.SUTLU.CK.72 GR*36*,ULKER,SEKERLEME,CIKOLATA-GOFRET,CIKOLATA,TABLET CIKOLATA,7.07,4,28.28
ALPELLA 369-7 HOBBY FIND-KRE.KEK 30 GR*40*,ULKER,GIDA,BISKUVI-CEREZ,KEK,MINI KEK,1.36,11,12.14
ALPER TUNGA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,66.70,156,6507.36
ALPER TUNGA ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,41.33,146,4804.58
AMA SEVIYORDUM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,119.53,145,3240.65
AMBERIN YARISMA HEYECANI-KELEBEK ÇAYIRI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,36.26,214,4449.69
AMENNA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,107.27,175,6575.84
ANA / SIS,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,71.43,165,4493.30
ANARSIZM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,38.27,182,5581.98
ANAVARZA BAL 850 GR KEVEN&KEKIK *6*,ANAVARZA,KAHVALTILIK,BAL-RECEL,BAL,SUZME,224.67,2,449.34
ANAVARZA CITCIT KAPAK CIC.BAL 330 GR *12*,ANAVARZA,KAHVALTILIK,BAL-RECEL,BAL,SUZME,60.73,8,485.84
ANAVARZA SUZ.BAL 40*4 GR PEPE *24*,ANAVARZA,KAHVALTILIK,BAL-RECEL,BAL,SUZME,52.33,4,209.32
ANDERSEN ILE PIR PIR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,13.64,101,1052.07
ANINDA ETKI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,23.64,199,6289.33
ANKARA DOG.LIM.ARO.GAZLI ICE.200 ML*24*,ANKARA,SOGUK ICECEKLER,GAZLI ICECEK,MADEN SUYU,MEYVELI,2.03,9,18.05
ANKARA MAK. INCE UZUN 5 KG *1*,ANKARA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,84.72,1,84.72
ANKARA MAK. YUKSUK 5 KG *1*,ANKARA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,14.06,3,42.18
ANKARA MAK.KALEM 500 GR *20*,ANKARA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,27.61,6,165.66
ANKARA MAK.MANTI 500 GR *20*,ANKARA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,12.84,2,25.68
ANLAYARAK HIZLI OKUMA / YAKAMOZ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,70.02,203,6767.23
ANNE BABALAR ICIN PEDAGOGSAVAR DIYALOGLAR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,38.93,160,4622.99
ANNE BEESON GOLUNDE BIR DINAZOR GORDUM ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,176.50,209,4588.62
ANNEMI BIR KEZ DAHA GOREBILSEM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,8.71,204,6848.57
ANNEMLE MASAL OKUYORUM,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,176.50,171,3427.32
ANTIKACI DUKKANI / YASON,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,54.90,168,7085.40
APOKALIPS,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,69.62,186,10033.03
ARAF PANAMA,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,36.10,149,6881.82
ARAPÇA KONUSMA KLAVUZU / GKUSU ,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,3.06,116,2545.02
ARBELLA MAK.400 GR GLU.LAZANYA *24*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,47.92,1,47.92
ARBELLA MAK.400 GR POR.SPAGETTI *24*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,7.38,7,51.66
ARBELLA MAK.400 GR T.BUG.SPAGETTI *24*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,4.83,6,28.98
ARBELLA MAK.400 GR U.CEK.CARLISTON *24*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,8.51,7,59.57
ARBELLA MAK.FIYONK 500 GR *20*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,7.81,12,86.92
ARBELLA MAK.GLU.IRMIK 500 GR *10*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,PAKET MAKARNA,42.21,2,84.42
ARBELLA MAK.TEL SEHRIYE 500 GR *20*,ARBELLA,GIDA,BAKLIYAT-MAKARNA,MAKARNA,SEHRIYE,6.79,4,27.16
ARENA BIR,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,11.90,184,4879.12
ARI COCUK MASALLARI,KITAPLAR,EV,KITAP-DERGI-KIRTASIYE,KITAP,KITAPLAR,4.60,200,682.41
ARIEL AUTOMAT 4 KG EXTRA FERAH *1*,ARIEL,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,NORMAL,255.29,10,1698.66
ARIEL FEBR.ETK. 5 KG PARL.RENKL. *1*,ARIEL,DETERJAN,CAMASIR YIKAMA,TOZ DETERJANLAR,RENKLILER,49.96,4,199.84
ARIEL JEL KAPSUL PAR.RENKLER 16 LI *3*,ARIEL,DETERJAN,CAMASIR YIKAMA,SIVI-JEL DETERJANLAR,SIVI,48.18,2,96.36
